evidencia_id,entidade_id,tipo_entidade,fonte_tipo,referencia_arquivo_ou_id,afirmacao_ou_operacao_executada,status_verificacao,data_registro,observacoes
evid-hab-hab-ouv-002,hab-ouv-002,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Reconhecimento Auditivo de Intervalos Diatônicos (2ªM e 3ªM) no domínio ouvido",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-ouv-003,hab-ouv-003,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Entoação Vocal de Intervalos Diatônicos no domínio ouvido",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-ouv-004,hab-ouv-004,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Reconhecimento de Tríades Maiores e Menores no domínio ouvido",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-ouv-005,hab-ouv-005,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Tirar Frase Melódica Curta de Ouvido no domínio ouvido",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-lei-001,hab-lei-001,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Identificação das Cordas Soltas e Cifras Básicas no domínio leitura",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-lei-002,hab-lei-002,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Leitura de Tablatura em Primeira Posição no domínio leitura",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-lei-003,hab-lei-003,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Leitura de Partitura Musical (Clave de Sol na 1ª Posição) no domínio leitura",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-tec-001,hab-tec-001,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Postura Ergonômica e Apoios do Violão no domínio tecnica",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-tec-002,hab-tec-002,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Toque da Mão Direita com Polegar e Dedos Indicador/Médio no domínio tecnica",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-tec-003,hab-tec-003,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Troca Mecânica Fluente de Acordes (Dedo Guia / Pivô) no domínio tecnica",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-tec-004,hab-tec-004,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Dedilhado Básico p-i-m-a (Arpejos Simples) no domínio tecnica",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-tec-005,hab-tec-005,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Montagem de Pestana Mecânica com Alavanca no domínio tecnica",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-aco-001,hab-aco-001,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Acompanhamento de Repertório com Acordes Abertos no domínio acompanhamento",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-aco-002,hab-aco-002,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Condução de Baixos nos Acordes (Baixo Alternado / Inversões) no domínio acompanhamento",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-har-001,hab-har-001,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Compreensão e Aplicação do Campo Harmônico Maior no domínio harmonia",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-har-002,hab-har-002,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Sistema CAGED e Formatos Móveis de Acordes no domínio harmonia",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-sol-001,hab-sol-001,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Melodia com Baixo Simultâneo (Textura Polifônica a Duas Vozes) no domínio solo/arranjo",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-sol-002,hab-sol-002,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Arranjo Fingerstyle Completo (Melodia, Baixo e Harmonia) no domínio solo/arranjo",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-exp-001,hab-exp-001,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Dinâmica e Fraseado Expressivo no domínio expressao/criacao",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-exp-002,hab-exp-002,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Variação de Levada e Ornamentação Rítmica no domínio expressao/criacao",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-hab-hab-exp-003,hab-exp-003,habilidade,curriculo,MAPA-HABILIDADES.json,"Definição pedagógica de Improvisação Melódica sobre Blues / I-IV-V no domínio expressao/criacao",verificado_documental,2026-09-14,Habilidade cadastrada no DAG
evid-prop-aula-prop-001,aula-prop-001,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Postura Estável, Empunhadura e Apoios vinculada à habilidade hab-tec-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-01
evid-prop-aula-prop-002,aula-prop-002,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Como Afinar as Seis Cordas do Violão vinculada à habilidade hab-lei-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-01
evid-prop-aula-prop-003,aula-prop-003,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Primeiros Sons com Polegar e Indicador vinculada à habilidade hab-tec-002",verificado_documental,2026-09-14,Alocada no módulo mod-ped-01
evid-prop-aula-prop-004,aula-prop-004,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Pulso Isócrono e Noções Métricas Fundamentais vinculada à habilidade hab-rit-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-01
evid-prop-aula-prop-005,aula-prop-005,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Fluência e Troca de Acordes: Lá e Ré com Dedo Guia vinculada à habilidade hab-tec-003",verificado_documental,2026-09-14,Alocada no módulo mod-ped-02
evid-prop-aula-prop-006,aula-prop-006,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Acordes Mi e Mi Menor e Eliminação de Ruídos vinculada à habilidade hab-tec-003",verificado_documental,2026-09-14,Alocada no módulo mod-ped-02
evid-prop-aula-prop-007,aula-prop-007,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Acordes Dó e Sol e Ampliação da Fluência vinculada à habilidade hab-tec-003",verificado_documental,2026-09-14,Alocada no módulo mod-ped-02
evid-prop-aula-prop-008,aula-prop-008,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula A Batida Balada Básica e o Pêndulo Contínuo vinculada à habilidade hab-rit-003",verificado_documental,2026-09-14,Alocada no módulo mod-ped-03
evid-prop-aula-prop-009,aula-prop-009,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Primeiro Repertório Acompanhado: Let It Be vinculada à habilidade hab-aco-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-03
evid-prop-aula-prop-010,aula-prop-010,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Variações da Levada Pop e Acentos Rítmicos vinculada à habilidade hab-rit-002",verificado_documental,2026-09-14,Alocada no módulo mod-ped-03
evid-prop-aula-prop-011,aula-prop-011,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Discriminação de Alturas e Sensações Sonoras vinculada à habilidade hab-ouv-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-04
evid-prop-aula-prop-012,aula-prop-012,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Reconhecimento Auditivo de Intervalos de 2ª e 3ª Maior vinculada à habilidade hab-ouv-002",verificado_documental,2026-09-14,Alocada no módulo mod-ped-04
evid-prop-aula-prop-013,aula-prop-013,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Entoação Vocal de Intervalos Diatônicos com o Violão vinculada à habilidade hab-ouv-003",verificado_documental,2026-09-14,Alocada no módulo mod-ped-04
evid-prop-aula-prop-014,aula-prop-014,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Percepção de Tríades Maiores e Menores vinculada à habilidade hab-ouv-004",verificado_documental,2026-09-14,Alocada no módulo mod-ped-04
evid-prop-aula-prop-015,aula-prop-015,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Tirando Pequenas Frases Melódicas de Ouvido vinculada à habilidade hab-ouv-005",verificado_documental,2026-09-14,Alocada no módulo mod-ped-04
evid-prop-aula-prop-016,aula-prop-016,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Leitura de Tablatura em Primeira Posição vinculada à habilidade hab-lei-002",verificado_documental,2026-09-14,Alocada no módulo mod-ped-05
evid-prop-aula-prop-017,aula-prop-017,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Iniciação à Clave de Sol: As Sete Partituras Fáceis vinculada à habilidade hab-lei-003",verificado_documental,2026-09-14,Alocada no módulo mod-ped-05
evid-prop-aula-prop-018,aula-prop-018,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Mecânica de Pestana com Princípio de Alavanca vinculada à habilidade hab-tec-005",verificado_documental,2026-09-14,Alocada no módulo mod-ped-06
evid-prop-aula-prop-019,aula-prop-019,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Acordes com Sétima Dominante (X7) e Menor (Xm7) vinculada à habilidade hab-har-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-06
evid-prop-aula-prop-020,aula-prop-020,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula A Levada Fundamental da Bossa Nova (Escola João Gilberto) vinculada à habilidade hab-rit-005",verificado_documental,2026-09-14,Alocada no módulo mod-ped-07
evid-prop-aula-prop-021,aula-prop-021,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Acompanhamento de Bossa Nova com Acordes Invertidos vinculada à habilidade hab-rit-005",verificado_documental,2026-09-14,Alocada no módulo mod-ped-07
evid-prop-aula-prop-022,aula-prop-022,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula A Condução de Samba Batucado e Choro ao Violão vinculada à habilidade hab-rit-006",verificado_documental,2026-09-14,Alocada no módulo mod-ped-08
evid-prop-aula-prop-023,aula-prop-023,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula A Levada Nordestina de Baião no Violão vinculada à habilidade hab-rit-006",verificado_documental,2026-09-14,Alocada no módulo mod-ped-08
evid-prop-aula-prop-024,aula-prop-024,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula As Levadas Características de Baden Powell vinculada à habilidade hab-rit-007",verificado_documental,2026-09-14,Alocada no módulo mod-ped-09
evid-prop-aula-prop-025,aula-prop-025,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula O Toque dos Afrosambas: Berimbau e Canto de Ossanha vinculada à habilidade hab-rit-007",verificado_documental,2026-09-14,Alocada no módulo mod-ped-09
evid-prop-aula-prop-026,aula-prop-026,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Baixo Alternado e Conexões Melódicas nos Bordões vinculada à habilidade hab-aco-002",verificado_documental,2026-09-14,Alocada no módulo mod-ped-10
evid-prop-aula-prop-027,aula-prop-027,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Campo Harmônico Maior e Funções Tonais vinculada à habilidade hab-har-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-11
evid-prop-aula-prop-028,aula-prop-028,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Sistema CAGED: Cinco Regiões de Acordes Móveis vinculada à habilidade hab-har-002",verificado_documental,2026-09-14,Alocada no módulo mod-ped-11
evid-prop-aula-prop-029,aula-prop-029,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Polifonia a Duas Vozes: Pequena Valsa de Carulli vinculada à habilidade hab-sol-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-12
evid-prop-aula-prop-030,aula-prop-030,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Thumb Slap e Percussão no Fingerstyle Moderno vinculada à habilidade hab-rit-004",verificado_documental,2026-09-14,Alocada no módulo mod-ped-12
evid-prop-aula-prop-031,aula-prop-031,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Arranjo Fingerstyle Completo: Melodia, Baixo e Harmonia vinculada à habilidade hab-sol-002",verificado_documental,2026-09-14,Alocada no módulo mod-ped-12
evid-prop-aula-prop-032,aula-prop-032,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Dinâmica Expressiva e Fraseado Cantabile vinculada à habilidade hab-exp-001",verificado_documental,2026-09-14,Alocada no módulo mod-ped-13
evid-prop-aula-prop-033,aula-prop-033,aula_proposta,curriculo,AULAS-PROPOSTAS.json,"Proposta de aula Improvisação Melódica e Escala Pentatônica no Blues vinculada à habilidade hab-exp-003",verificado_documental,2026-09-14,Alocada no módulo mod-ped-13
evid-cand-cand-01-ritmo-balada,cand-01-ritmo-balada,candidato_calibracao,arquivo_fisico,arq-1375;arq-1380;arq-1381;arq-1382;arq-1383,"Conferência física de arquivos, tamanhos e hashes de A Batida Balada Básica e o Pêndulo Contínuo",verificado_fisico,2026-09-14,Nível de inspeção: legenda_indexada
evid-cand-cand-02-tecnica-troca-ad,cand-02-tecnica-troca-ad,candidato_calibracao,arquivo_fisico,arq-1320;arq-1324;arq-1326,"Conferência física de arquivos, tamanhos e hashes de Fluência e Troca de Acordes: Lá e Ré com Dedo Guia",verificado_fisico,2026-09-14,Nível de inspeção: metadados_catalogo
evid-cand-cand-03-ouvido-intervalos,cand-03-ouvido-intervalos,candidato_calibracao,arquivo_fisico,arq-1354;arq-1359;arq-1360;arq-1363;arq-1368,"Conferência física de arquivos, tamanhos e hashes de Reconhecimento Auditivo de Intervalos de 2ª e 3ª Maior",verificado_fisico,2026-09-14,Nível de inspeção: legenda_indexada
evid-cand-cand-04-leitura-partituras,cand-04-leitura-partituras,candidato_calibracao,arquivo_fisico,arq-0415;arq-0408;arq-0409;arq-0410;arq-0411;arq-0412;arq-0413;arq-0414,"Conferência física de arquivos, tamanhos e hashes de Iniciação à Clave de Sol: As Sete Partituras Fáceis",verificado_fisico,2026-09-14,Nível de inspeção: metadados_catalogo
evid-cand-cand-05-acompanhamento-thumb-slap,cand-05-acompanhamento-thumb-slap,candidato_calibracao,arquivo_fisico,arq-0068;arq-0071;arq-0073,"Conferência física de arquivos, tamanhos e hashes de Thumb Slap e Percussão no Fingerstyle Moderno",verificado_fisico,2026-09-14,Nível de inspeção: legenda_indexada
evid-cand-cand-06-solo-pequena-valsa,cand-06-solo-pequena-valsa,candidato_calibracao,arquivo_fisico,arq-0460;arq-0461;arq-0462,"Conferência física de arquivos, tamanhos e hashes de Polifonia a Duas Vozes: Pequena Valsa de Carulli",verificado_fisico,2026-09-14,Nível de inspeção: metadados_catalogo
evid-dest-dest-expansao-curadoria,dest-expansao-curadoria,destino_editorial,modelo_editorial,DESTINOS-EDITORIAIS.json,"Definição do destino editorial modelado: Acervo Geral em Fila de Expansão Curatorial",verificado_documental,2026-09-14,Categoria: conteudo_a_curar
evid-dest-dest-descarte-admin,dest-descarte-admin,destino_editorial,modelo_editorial,DESTINOS-EDITORIAIS.json,"Definição do destino editorial modelado: Suporte Administrativo / Boas-Vindas da Plataforma",verificado_documental,2026-09-14,Categoria: fora_do_curriculo
evid-dest-dest-quiz-plataforma,dest-quiz-plataforma,destino_editorial,modelo_editorial,DESTINOS-EDITORIAIS.json,"Definição do destino editorial modelado: Quiz Interativo Nativo da Plataforma Hotmart",verificado_documental,2026-09-14,Categoria: avaliacao_plataforma
evid-dest-dest-aguardando-backup,dest-aguardando-backup,destino_editorial,modelo_editorial,DESTINOS-EDITORIAIS.json,"Definição do destino editorial modelado: Entrada sem Arquivo no Backup Local (Pendente Auditoria Remota)",verificado_documental,2026-09-14,Categoria: pendencia_material
evid-dest-dest-recurso-complementar,dest-recurso-complementar,destino_editorial,modelo_editorial,DESTINOS-EDITORIAIS.json,"Definição do destino editorial modelado: Recurso Complementar / Playback / Material de Apoio",verificado_documental,2026-09-14,Categoria: recurso_apoio
evid-fonte-aula-mod-1-1,aula-mod-1-1,entrada_catalogo,inventario_v03,"arq-1190;arq-1193;arq-1194;arq-1191;arq-1192;arq-1185;arq-1200","Entrada catalogada: 01 - APOSTILAS e Apresentação (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-mod-1-2,aula-mod-1-2,entrada_catalogo,inventario_v03,"arq-1206;arq-1207;arq-1208;arq-1209;arq-1201;arq-1215;arq-1220","Entrada catalogada: 02 - H P - 1.1 Noções Básicas de Ritmo (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-mod-1-3,aula-mod-1-3,entrada_catalogo,inventario_v03,"arq-1230;arq-1225","Entrada catalogada: 03 - H P - 1.2 Curiosidades (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-1-4,aula-mod-1-4,entrada_catalogo,inventario_v03,"arq-1241;arq-1236","Entrada catalogada: 04 - Violão - 1.1 - Postura (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-1-5,aula-mod-1-5,entrada_catalogo,inventario_v03,"arq-1252;arq-1253;arq-1247","Entrada catalogada: 05 - Violão - 1.2.1 - Exercícios Preliminares (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-mod-1-6,aula-mod-1-6,entrada_catalogo,inventario_v03,"arq-1262;arq-1259","Entrada catalogada: 06 - Violão - 1.2.2 - Nível Exigido (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-mod-1-7,aula-mod-1-7,entrada_catalogo,inventario_v03,"arq-1271;arq-1266;arq-1277","Entrada catalogada: 07 - Violão - 1.3 - Como Afinar (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-mod-1-8,aula-mod-1-8,entrada_catalogo,inventario_v03,"arq-1287;arq-1288;arq-1289;arq-1290;arq-1282;arq-1296;arq-1301","Entrada catalogada: 08 - H P - 2 Compassos (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 7
evid-fonte-aula-mod-1-9,aula-mod-1-9,entrada_catalogo,inventario_v03,"arq-1307;arq-1308;arq-1309;arq-1302;arq-1315","Entrada catalogada: 09 - Violão - 2.1 - Tríades Maiores (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-mod-1-10,aula-mod-1-10,entrada_catalogo,inventario_v03,"arq-1324;arq-1326;arq-1320","Entrada catalogada: 10 - Violão - 2.2 - Inovação - Fluência no A e D (Método Tríade). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-64-1-como-estudar-no-kaiserplay,aula-kaiser-64-1-como-estudar-no-kaiserplay,entrada_catalogo,inventario_v03,"arq-0194","Entrada catalogada: 1. Como estudar no Kaiserplay (Kaiserplay). Disponibilidade: parcial",verificado_metadados,2026-09-14,Arquivos locais: 1
evid-fonte-aula-kaiser-65-2-como-cancelar-a-sua-assinatura-e-pedir,aula-kaiser-65-2-como-cancelar-a-sua-assinatura-e-pedir,entrada_catalogo,inventario_v03,"arq-0195","Entrada catalogada: 2. Como cancelar a sua ASSINATURA e pedir REEMBOLSO (Kaiserplay). Disponibilidade: parcial",verificado_metadados,2026-09-14,Arquivos locais: 1
evid-fonte-aula-kaiser-316-1-1-vamos-sair-do-zero,aula-kaiser-316-1-1-vamos-sair-do-zero,entrada_catalogo,inventario_v03,"arq-1145;arq-1144","Entrada catalogada: 1. 1 - Vamos sair do zero! (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-317-10-10-o-que-e-um-acorde-aprenda-a-primei,aula-kaiser-317-10-10-o-que-e-um-acorde-aprenda-a-primei,entrada_catalogo,inventario_v03,"arq-1147;arq-1146","Entrada catalogada: 10. 10 - O que é um ACORDE_ Aprenda a primeira música com ac (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-318-11-11-como-ler-cifras-e-diagramas-aprend,aula-kaiser-318-11-11-como-ler-cifras-e-diagramas-aprend,entrada_catalogo,inventario_v03,"arq-1152;arq-1148;arq-1149;arq-1150;arq-1151","Entrada catalogada: 11. 11 - Como ler Cifras e Diagramas - APRENDA OS ACORDES FU (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 5
evid-fonte-aula-kaiser-319-12-12-dicas-para-fazer-acorde-de-pestana,aula-kaiser-319-12-12-dicas-para-fazer-acorde-de-pestana,entrada_catalogo,inventario_v03,"arq-1154;arq-1153","Entrada catalogada: 12. 12 - Dicas para fazer acorde de pestana (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-320-13-13-como-fazer-batidas-com-a-mao-direi,aula-kaiser-320-13-13-como-fazer-batidas-com-a-mao-direi,entrada_catalogo,inventario_v03,"arq-1156;arq-1155","Entrada catalogada: 13. 13 - Como fazer _batidas_ com a mão direita (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-321-14-14-como-combinar-batidas-com-acordes,aula-kaiser-321-14-14-como-combinar-batidas-com-acordes,entrada_catalogo,inventario_v03,"arq-1158;arq-1157","Entrada catalogada: 14. 14 - Como combinar BATIDAS com ACORDES (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-322-15-15-como-fazer-dedilhados,aula-kaiser-322-15-15-como-fazer-dedilhados,entrada_catalogo,inventario_v03,"arq-1162;arq-1161;arq-1159;arq-1160","Entrada catalogada: 15. 15 - Como fazer dedilhados (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 4
evid-fonte-aula-kaiser-323-16-16-qual-caminho-seguir-agora,aula-kaiser-323-16-16-qual-caminho-seguir-agora,entrada_catalogo,inventario_v03,"arq-1164;arq-1163","Entrada catalogada: 16. 16 - Qual caminho seguir agora_ (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-324-2-2-o-violao-conhecendo-o-instrumento,aula-kaiser-324-2-2-o-violao-conhecendo-o-instrumento,entrada_catalogo,inventario_v03,"arq-1166;arq-1165","Entrada catalogada: 2. 2 - O Violão_ conhecendo o instrumento (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-325-3-3-postura-como-segurar-o-violao-adequa,aula-kaiser-325-3-3-postura-como-segurar-o-violao-adequa,entrada_catalogo,inventario_v03,"arq-1169;arq-1168;arq-1167","Entrada catalogada: 3. 3 - Postura_ como segurar o violão adequadamente (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 3
evid-fonte-aula-kaiser-326-4-4-exercicios-fundamentais,aula-kaiser-326-4-4-exercicios-fundamentais,entrada_catalogo,inventario_v03,"arq-1171;arq-1170","Entrada catalogada: 4. 4 - Exercícios fundamentais (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-327-5-5-teoria-musical-basica,aula-kaiser-327-5-5-teoria-musical-basica,entrada_catalogo,inventario_v03,"arq-1173;arq-1172","Entrada catalogada: 5. 5 - Teoria Musical Básica (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
evid-fonte-aula-kaiser-328-6-6-como-ler-tablatura,aula-kaiser-328-6-6-como-ler-tablatura,entrada_catalogo,inventario_v03,"arq-1175;arq-1174","Entrada catalogada: 6. 6 - Como ler Tablatura (Kaiserplay). Disponibilidade: disponivel",verificado_metadados,2026-09-14,Arquivos locais: 2
